rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
102	C35H66O4	[M + CH2O2 - H]-	C36H68O6	0.9999999999999999	32.9968424301841	26.384056447437395	6.612785982746707	3	0.9304437968326842	-0.4176998038514017	0.4176998038514017	-0.5976960364528169		595.49396	289.068	308_2211_308
103	C31H48O5	[M - H]-	C31H48O5	0.9999999999999999	32.87784138774024	29.771934874480465	3.105906513259774	4	0.6875943455874788	0.8520099023796416	2.932674096061395	-1.2887858609461242		499.34225	318.887	358_2211_358
104	C5H10N4O2	[M + Cl]-	C5H10N4O2	0.9999999999999999	32.86366711439879	31.85675292576097	1.0069141886378195	6	0.4793587410728126	-2.689300010333185	2.689300010333185	-0.09276767162113222		193.04976	85.032	37_2211_37
105	C29H44O5	[M - H]-	C29H44O5	0.9999999999999999	32.67285696687769	29.120794152387326	3.5520628144903625	6	0.5514637525249128	-0.9064800706855218	1.6167708661808038	-0.4820726044518434		471.31137	235.093	202_2211_202
106	C12H18O4	[M - H]-	C12H18O4	0.9999999999999999	32.63669459207136	27.09908012674653	5.537614465324829	6	0.758241023745589	-3.5353456783556054	3.5353456783556054	-2.3596531448475724		225.11270	134.611	78_2211_78
107	C8H14N3O2	[M - H]-	C8H14N3O2	0.9999999999999999	32.41145282194068	31.86749566079687	0.5439571611438073	7	0.5907041718280401	-0.36047173472502103	1.5588634390998735	-196725.89665398045		183.10162	191.451	142_2211_142
108	C28H42O5	[M - H]-	C28H42O5	0.9999999999999999	31.94162741442045	25.330598785279882	6.6110286291405655	5	0.8470486156162284	-1.0183424733755821	1.0183424733755821	-0.44203844424281696		457.29575	239.352	212_2211_212
109	C41H58O8	[M - H]-	C41H58O8	0.9999999999999999	31.89084243940428	25.46633810764677	6.424504331757512	3	0.9206083296832399	0.8916221777378934	1.4104860458253097	-0.4631651084241614		677.40558	367.306	444_2211_444
110	C41H60O9	[M - H]-	C41H60O9	0.9999999999999999	31.66932592751336	22.546442481452132	9.122883446061229	5	0.9208828465738219	0.5193199296814612	1.4207232291844099	-0.45922517422084896		695.41614	293.64	315_2211_315
111	C4N2O4	[M + Cl]-	C4N2O4	0.9999999999999999	31.55320995985222	29.44495520500065	2.1082547548515724	4	0.9228609833809123	-1.60492919182463	1.60492919182463	0.30573850083328563		174.95526	507.123	617_2211_617
112	C40H58O9	[M - H]-	C40H58O9	0.9999999999999999	31.42897641652267	31.42897641652267	0.0	5	0.08464481407483244	-0.8089372679693938	1.2780704346007603	0.10555070119984229		681.40088	269.836	277_2211_277
113	C11H12N2O4	[M + Cl]-	C11H12N2O4	0.9999999999999999	31.422139885474405	31.422139885474405	0.0	9	0.8354659872788667	-0.42317234887067307	2.4463336547788836	2.457283037492635		271.04977	104.398	50_2211_50
114	C30H48O7	[M - H]-	C30H48O7	0.9999999999999999	31.12227765853139	22.321416388895177	8.800861269636215	3	0.9949125562820368	-0.3395486333970243	0.3395486333970243	-1.1054651503122397		519.33215	149.99	94_2211_94
115	C17H26O4	[M - H]-	C17H26O4	0.9999999999999999	31.115245429015236	27.388449274844728	3.7267961541705064	5	0.8919805916220129	-2.981749103501799	2.981749103501799	-0.2801305612157198		293.17575	202.993	160_2211_160
116	C35H60O9	[M - H]-	C35H60O9	0.9999999999999999	30.750857334235192	21.697515398792312	9.053341935442878	7	0.270156529203394	-0.6536806746731958	0.8059756283743102	-0.8059756283743102		623.41595	351.614	416_2211_416
117	C14H20O5	[M - H]-	C14H20O5	0.9999999999999999	30.695420668286722	25.428546023653187	5.266874644633536	4	0.7693942380594216	-2.0906459588558532	2.0906459588558532	-1.2098031322529963		267.12347	140.783	82_2211_82
118	C21H40O4	[M - H]-	C21H40O4	0.9999999999999999	30.262913441388903	25.099403376863027	5.163510064525876	5	0.6165484319914949	0.027871361540792422	0.06725875027246084	-0.7249824687978688		355.28513	336.426	388_2211_388
