feature_id	component_id	mz
533	-1	607.4213256835938
534	2	397.2047424316406
535	7	729.1781005859375
536	7	165.03981018066406
537	7	387.0973510742187
538	-1	619.4210205078125
539	2	529.2618408203125
54	5	419.1661682128906
540	2	511.2726745605469
541	1	800.534912109375
542	3	200.85829162597656
543	19	728.6044311523438
544	1	441.33697509765625
545	2	541.2623291015625
546	1	514.3536376953125
547	1	383.3164978027344
548	1	355.3214416503906
549	6	455.2466735839844
55	5	209.0787048339844
550	-1	621.4367065429688
551	1	711.6505737304688
552	1	931.7603759765624
553	6	499.2731018066406
554	2	411.2203369140625
555	1	567.4625854492188
556	6	144.9221649169922
557	1	559.400146484375
558	2	543.2780151367188
559	1	443.35247802734375
56	1	413.1490478515625
560	1	887.7130126953125
561	1	516.3687744140625
562	8	312.8363342285156
563	-1	883.5386352539062
564	-1	623.45263671875
565	-1	183.9335174560547
566	7	803.1970825195312
567	6	144.92233276367188
568	1	432.3326110839844
569	6	469.2621765136719
57	26	243.12335205078125
570	1	739.6817626953125
571	-1	413.36334228515625
572	13	698.5935668945312
573	8	798.518798828125
574	13	698.59423828125
575	1	456.3691101074219
576	1	468.36859130859375
577	1	383.3525695800781
578	1	767.7128295898438
579	6	483.27789306640625
58	1	173.11724853515625
580	1	446.34808349609375
581	7	877.2160034179688
582	8	842.5449829101562
583	-1	888.6784057617188
584	19	742.6199340820312
585	19	742.6203002929688
586	1	397.36810302734375
587	1	470.38470458984375
588	7	951.2343139648438
589	8	812.53466796875
59	1	211.09689331054688
590	13	712.60986328125
591	13	712.6100463867188
592	8	429.9902038574219
593	8	800.5343017578125
594	13	700.6100463867188
595	8	429.98974609375
596	8	856.5612182617188
597	6	144.92213439941406
598	7	1025.253173828125
599	3	231.931396484375
6	11	207.93048095703125
60	1	231.1232757568359
600	8	844.5603637695312
601	8	844.5615234375
602	8	826.550537109375
603	13	726.6255493164062
604	19	744.6360473632812
605	3	445.9845581054687
606	13	726.6259155273438
607	8	826.5512084960938
608	3	445.98492431640625
609	3	187.9410858154297
61	11	207.0655975341797
610	-1	311.16888427734375
611	3	231.93113708496097
612	1	116.9271011352539
613	-1	299.9193420410156
614	10	242.94337463378903
615	3	362.8754577636719
616	10	390.8735046386719
617	15	174.95526123046875
618	10	322.8871154785156
619	15	174.9550018310547
62	1	327.0760498046875
620	10	322.8865966796875
621	3	129.93505859375
622	1	116.92733764648438
623	24	246.88633728027344
624	10	304.9139099121094
625	24	246.88604736328125
626	1	338.8594055175781
627	8	290.85394287109375
628	1	338.85894775390625
629	10	320.88616943359375
63	5	343.2125549316406
630	10	320.8865966796875
631	1	190.92745971679688
632	1	146.93736267089844
633	1	334.8631591796875
634	1	336.85858154296875
635	1	482.7887268066406
636	1	190.92771911621097
637	1	336.8590087890625
638	1	188.93251037597656
639	1	334.8635559082031
64	1	275.1499938964844
640	1	144.94229125976562
641	1	188.9322204589844
642	1	144.9420928955078
643	11	235.9258575439453
644	10	453.7864990234375
645	10	453.7859191894531
646	11	235.92559814453125
647	1	188.8868103027344
648	11	207.93064880371097
649	1	187.88800048828125
65	1	199.09681701660156
650	-1	162.89254760742188
651	-1	225.8970642089844
66	17	283.04986572265625
67	1	253.1078338623047
68	12	159.1015625
69	-1	227.08956909179688
7	3	261.8509521484375
70	1	201.1123962402344
71	5	223.0945587158203
72	17	285.06549072265625
73	22	346.03533935546875
74	1	303.14483642578125
75	15	174.95506286621094
76	1	487.3063659667969
77	1	533.3118286132812
78	1	225.1127014160156
79	5	345.2281494140625
8	1	256.846435546875
80	1	197.11752319335935
81	1	199.13319396972656
82	1	267.12347412109375
83	11	235.0947265625
84	5	363.23876953125
85	1	227.12841796875
86	-1	301.0604553222656
87	4	563.3223876953125
88	1	503.3376770019531
89	1	223.09698486328125
9	1	116.92735290527344
90	5	237.1103057861328
91	1	215.1281585693359
92	1	547.3275756835938
93	4	565.3379516601562
94	1	519.3321533203125
95	1	587.3198852539062
96	1	499.3063354492187
97	4	1039.67236328125
98	-1	649.2903442382812
99	15	164.9263458251953
